字段1,字段1_link,字段2,字段3,字段4,字段5,字段6
Hair Stylist,https://www.seek.co.nz/job/50540168?type=standard#searchRequestToken=33ea5571-fb3a-4a8a-b2fb-33a504c24a00,Vivo Salons LP,location: AucklandAucklandarea: Waitakere & West AucklandWaitakere & West Auckland,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"13d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
Hair Stylist,https://www.seek.co.nz/job/50540210?type=standard#searchRequestToken=33ea5571-fb3a-4a8a-b2fb-33a504c24a00,Vivo Salons LP,location: AucklandAucklandarea: Waitakere & West AucklandWaitakere & West Auckland,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"13d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
Hair salon coordinator,https://www.seek.co.nz/job/50501130?type=standout#searchRequestToken=33ea5571-fb3a-4a8a-b2fb-33a504c24a00,Crew Stylists,location: OtagoOtagoarea: Queenstown & WanakaQueenstown & Wanaka,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"20d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
Hair Salon Manager,https://www.seek.co.nz/job/50606446?type=standard#searchRequestToken=33ea5571-fb3a-4a8a-b2fb-33a504c24a00,Vivo Salons LP,location: NorthlandNorthlandarea: WhangareiWhangarei,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"1d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
Beauty Therapist,https://www.seek.co.nz/job/50484289?type=standout#searchRequestToken=33ea5571-fb3a-4a8a-b2fb-33a504c24a00,Rejuvenate Beauty  MediSpa,location: WellingtonWellingtonarea: Wellington CentralWellington Central,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"23d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
Beauty Therapist Opportunity,https://www.seek.co.nz/job/50492837?type=standout#searchRequestToken=33ea5571-fb3a-4a8a-b2fb-33a504c24a00,Exquisite Beauty Ltd,location: WaikatoWaikatoarea: HamiltonHamilton,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"22d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
Senior Stylist,https://www.seek.co.nz/job/50600388?type=standard#searchRequestToken=33ea5571-fb3a-4a8a-b2fb-33a504c24a00,Jora New Zealand,location: WaikatoWaikatoarea: HamiltonHamilton,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"2d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
beauty Therapist,https://www.seek.co.nz/job/50497152?type=standard#searchRequestToken=33ea5571-fb3a-4a8a-b2fb-33a504c24a00,Synergy Vitality Spa,"location: Bay of PlentyBay of Plentyarea: TaurangaTauranga,$20,000 - $39,999",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"21d ago,at","$20,000 - $39,999"
Beauty Therapist,https://www.seek.co.nz/job/50465117?type=standard#searchRequestToken=33ea5571-fb3a-4a8a-b2fb-33a504c24a00,Skin Beauty and Day Spa,location: WaikatoWaikatoarea: Rest of WaikatoRest of Waikato,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"27d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
Hair Stylist,https://www.seek.co.nz/job/50560052?type=standout#searchRequestToken=33ea5571-fb3a-4a8a-b2fb-33a504c24a00,Vivo Salons LP,location: CanterburyCanterburyarea: ChristchurchChristchurch,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"9d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
Beauty Therapist,https://www.seek.co.nz/job/50501966?type=standard#searchRequestToken=33ea5571-fb3a-4a8a-b2fb-33a504c24a00,Jora New Zealand,location: OtagoOtagoarea: DunedinDunedin,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"20d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
Salon Manager/Senior Beauty Therapist,https://www.seek.co.nz/job/50491141?type=standard#searchRequestToken=33ea5571-fb3a-4a8a-b2fb-33a504c24a00,Lustre Beauty,location: AucklandAucklandarea: Auckland CentralAuckland Central,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"22d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
Mail house Operator/Print Finisher,https://www.seek.co.nz/job/50574192?type=promoted#searchRequestToken=775558a5-8c54-45c6-8923-2fea1dda3733,HRtoolkit,location: AucklandAucklandarea: Auckland CentralAuckland Central,classification: Trades & ServicesTrades & ServicessubClassification: Printing & Publishing ServicesPrinting & Publishing Services,"Featured,at",classification: Trades & ServicesTrades & ServicessubClassification: Printing & Publishing ServicesPrinting & Publishing Services
Marine Technician,https://www.seek.co.nz/job/50561233?type=promoted#searchRequestToken=775558a5-8c54-45c6-8923-2fea1dda3733,Hawkes Bay Marine (2016) Ltd,location: Hawkes BayHawkes Bayarea: NapierNapier,classification: Trades & ServicesTrades & ServicessubClassification: TechniciansTechnicians,"Featured,at",classification: Trades & ServicesTrades & ServicessubClassification: TechniciansTechnicians
Senior Stylist - Part time,https://www.seek.co.nz/job/50438997?type=standout#searchRequestToken=775558a5-8c54-45c6-8923-2fea1dda3733,Peter Salter Hairdressing,"location: AucklandAucklandarea: Rodney & North ShoreRodney & North Shore,$25 - $29.99 per hour",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"30d ago,at",$25 - $29.99 per hour
Beauty Therapist,https://www.seek.co.nz/job/50495849?type=standard#searchRequestToken=775558a5-8c54-45c6-8923-2fea1dda3733,Jora New Zealand,location: CanterburyCanterburyarea: ChristchurchChristchurch,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"21d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
Qualified Baker - PAK'nSAVE Rangiora,https://www.seek.co.nz/job/50468428?type=standard#searchRequestToken=775558a5-8c54-45c6-8923-2fea1dda3733,Foodstuffs South Island,location: CanterburyCanterburyarea: North CanterburyNorth Canterbury,classification: Trades & ServicesTrades & ServicessubClassification: Bakers & Pastry ChefsBakers & Pastry Chefs,"26d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Bakers & Pastry ChefsBakers & Pastry Chefs
Barber / Senior Barber,https://www.seek.co.nz/job/50475837?type=standout#searchRequestToken=775558a5-8c54-45c6-8923-2fea1dda3733,BarberShopCo Cambridge,"location: WaikatoWaikatoarea: Rest of WaikatoRest of Waikato,$25 - $29.99 per hour",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"25d ago,at",$25 - $29.99 per hour
Hair Salon Manager,https://www.seek.co.nz/job/50556602?type=standard#searchRequestToken=775558a5-8c54-45c6-8923-2fea1dda3733,Vivo Salons LP,location: AucklandAucklandarea: Rodney & North ShoreRodney & North Shore,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"9d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
Massage Therapist & Beauty Therapist,https://www.seek.co.nz/job/50517141?type=standout#searchRequestToken=775558a5-8c54-45c6-8923-2fea1dda3733,Champs Elysees Day Spa,"location: CanterburyCanterburyarea: ChristchurchChristchurch,$40,000 - $54,999",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"17d ago,at","$40,000 - $54,999"
Hair Stylist,https://www.seek.co.nz/job/50581112?type=standard#searchRequestToken=775558a5-8c54-45c6-8923-2fea1dda3733,Vivo Salons LP,location: Bay of PlentyBay of Plentyarea: Rest of Bay of PlentyRest of Bay of Plenty,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"6d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
Beauty and Spa Therapist,https://www.seek.co.nz/job/50448091?type=standout#searchRequestToken=775558a5-8c54-45c6-8923-2fea1dda3733,Sofitel Auckland Viaduct Harbour,"location: AucklandAucklandarea: Auckland CentralAuckland Central,Meals, Uniform and Dry Cleaning provided",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"29d ago,at","Meals, Uniform and Dry Cleaning provided"
Senior Stylist,https://www.seek.co.nz/job/50520308?type=standout#searchRequestToken=775558a5-8c54-45c6-8923-2fea1dda3733,Chillout Group Limited,location: AucklandAucklandarea: Rodney & North ShoreRodney & North Shore,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"16d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
Senior Beauty Therapist/Salon Manager,https://www.seek.co.nz/job/50464594?type=standout#searchRequestToken=775558a5-8c54-45c6-8923-2fea1dda3733,The Little Loft Ltd,"location: WaikatoWaikatoarea: HamiltonHamilton,$25+ per hourVery well paid Commission package",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"27d ago,at",$25+ per hourVery well paid Commission package
Senior Hairstylist,https://www.seek.co.nz/job/50446312?type=standout#searchRequestToken=775558a5-8c54-45c6-8923-2fea1dda3733,Ballantynes,location: CanterburyCanterburyarea: ChristchurchChristchurch,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"29d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
Hair Stylist,https://www.seek.co.nz/job/50559786?type=standard#searchRequestToken=775558a5-8c54-45c6-8923-2fea1dda3733,Vivo Salons LP,location: CanterburyCanterburyarea: ChristchurchChristchurch,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"9d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
Experienced Senior Beauty Therapist,https://www.seek.co.nz/job/50454141?type=standard#searchRequestToken=775558a5-8c54-45c6-8923-2fea1dda3733,Vitalitas,location: AucklandAucklandarea: Papakura & FranklinPapakura & Franklin,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"28d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
Senior Beauty Therapist - Commercial Bay - IMMEDIATE START,https://www.seek.co.nz/job/50317650?type=standout#searchRequestToken=775558a5-8c54-45c6-8923-2fea1dda3733,Lovely by Skin Institute,location: AucklandAucklandarea: Auckland CentralAuckland Central,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"30d+ ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
Hair Stylist,https://www.seek.co.nz/job/50456925?type=standard#searchRequestToken=775558a5-8c54-45c6-8923-2fea1dda3733,Vivo Salons LP,location: WaikatoWaikatoarea: HamiltonHamilton,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"28d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
Hair Stylist,https://www.seek.co.nz/job/50456866?type=standard#searchRequestToken=775558a5-8c54-45c6-8923-2fea1dda3733,Vivo Salons LP,location: AucklandAucklandarea: Auckland CentralAuckland Central,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"28d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
Senior Hairdresser or 3rd Year stylist,https://www.seek.co.nz/job/50449913?type=standard#searchRequestToken=775558a5-8c54-45c6-8923-2fea1dda3733,La Cutting Crew,"location: WellingtonWellingtonarea: Rest of Wellington RegionRest of Wellington Region,$20 - $29.99 per hour",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"29d ago,at",$20 - $29.99 per hour
Hair Stylist,https://www.seek.co.nz/job/50446582?type=standard#searchRequestToken=775558a5-8c54-45c6-8923-2fea1dda3733,Vivo Salons LP,location: SouthlandSouthlandarea: InvercargillInvercargill,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"29d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
Hairdresser,https://www.seek.co.nz/job/50461781?type=standard#searchRequestToken=775558a5-8c54-45c6-8923-2fea1dda3733,Jora New Zealand,location: OtagoOtagoarea: Queenstown & WanakaQueenstown & Wanaka,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"27d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
Hair Stylist,https://www.seek.co.nz/job/50454734?type=standard#searchRequestToken=775558a5-8c54-45c6-8923-2fea1dda3733,Vivo Salons LP,location: WaikatoWaikatoarea: TaupoTaupo,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"28d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
Steel and Plastic Fitter Welder,https://www.seek.co.nz/job/50564121?type=promoted#searchRequestToken=a81427ca-1cd7-47ca-b29b-99d111d10fc9,Promax Plastics,"location: NorthlandNorthlandarea: Rest of NorthlandRest of Northland,$60,000 - $74,999",classification: Trades & ServicesTrades & ServicessubClassification: Welders & BoilermakersWelders & Boilermakers,"Featured,at","$60,000 - $74,999"
